[ 2019-07-02T08:04:19+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.016000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:26:55+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.003000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:27:27+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:28:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.003000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:29:36+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.016000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:10+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:16+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.008000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.004000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.029000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:33:26+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T15:34:21+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.001000s ]
